promise_id,party,year,page_number,manifesto_section,promise_text
BJP_2019_0041,BJP,2019,0,Rural Development,We will launch a new mission to achieve self-sufficiency in oil seeds and other agri-products.
BJP_2019_0042,BJP,2019,0,Rural Development,We will establish a National Warehousing Grid along National Highways to ensure necessary logistical linkages for warehousing of agricultural produce.
BJP_2019_0043,BJP,2019,0,Rural Development,"We will promote chemical-free organic farming in an additional 20 lakh hectare of hilly, tribal and rainfed areas in the next 5 years."
BJP_2019_0044,BJP,2019,0,Rural Development,We will launch a dedicated e-commerce portal to enhance the availability of organic produce to the doorsteps of consumers.
BJP_2019_0045,BJP,2019,0,Rural Development,Goshalas in the country will be linked to the promotion of organic farming.
BJP_2019_0046,BJP,2019,0,Energy & Environment,We will promote organic eco-tourism in the vicinity of organic farming to ensure additional income to the farmers.
BJP_2019_0047,BJP,2019,0,Rural Development,We will launch a National Bee-keeping and Honey Mission to ensure additional returns to the farmers.
BJP_2019_0048,BJP,2019,0,Rural Development,"We will double the honey production from the present 1,15,000 MT by developing infrastructural facilities and providing marketing support."
BJP_2019_0049,BJP,2019,0,Agriculture,We will bring one crore hectares agricultural land under micro-irrigation.
BJP_2019_0050,BJP,2019,0,Agriculture,We will supplement micro-irrigation with ‘fertigation’ to promote judicious use of fertilizers.
BJP_2019_0051,BJP,2019,0,Agriculture,We will further expand Pradhan Mantri Krishi Sinchai Yojana to realize 100% irrigation potential of the country within a defined time-frame.
BJP_2019_0052,BJP,2019,0,Rural Development,"We will enable the creation of 10,000 new Farmer Producer Organisations (FPOs) by 2022 to ensure economies of scale for farmers regarding access to inputs and markets."
BJP_2019_0053,BJP,2019,0,Urban Development,"To cater to the needs of big cities we will set up a mechanism of direct marketing of vegetables, fruits, dairy and fishery products through farmers’ cooperative organizations."
BJP_2019_0054,BJP,2019,0,Rural Development,We will create a mobile app based system for promoting the availability of agri-implements on rental/custom hiring basis.
BJP_2019_0055,BJP,2019,0,Energy & Environment,We will encourage solar farming on a massive scale to provide an additional source of income for farmers.
BJP_2019_0056,BJP,2019,0,Infrastructure,We will complete digitization of land records on a mission mode.
BJP_2019_0057,BJP,2019,0,Rural Development,We will implement second-generation land reforms to ensure title guarantee for the landholder and reduce land-related litigation.
BJP_2019_0058,BJP,2019,0,Governance & Anti-Corruption,We will create a model law for conclusive titling (in consultation with states) promoting title guarantee and title insurance and work with States to implement this system.
BJP_2019_0059,BJP,2019,0,Rural Development,"We will enable development of young agri-scientists to take advantage of Artificial Intelligence, Machine Learning, Blockchain technology, Big Data analytics etc. for more predictive and profitable precision agriculture."
BJP_2019_0060,BJP,2019,0,Rural Development,We will extensively use technology to ensure a better knowledge of the market prices of various agro-products for the benefit of farmers.
BJP_2019_0061,BJP,2019,0,Rural Development,We will establish a network of mobile veterinary dispensaries to provide doorstep service to farmers.
BJP_2019_0062,BJP,2019,0,Rural Development,We will roll out a model programme for periodic health checkup of all cattle and other domestic animals at the district level.
BJP_2019_0063,BJP,2019,0,Health,We will expand the coverage of immunization and eliminate Foot and Mouth Disease and Brucellosis.
BJP_2019_0064,BJP,2019,0,Rural Development,We will launch a National Feed and Fodder Mission to eliminate the shortage of fodder.
BJP_2019_0065,BJP,2019,0,Rural Development,We will promote aquaculture through easy access to credit.
BJP_2019_0066,BJP,2019,0,Rural Development,"We will launch ‘Matsya Sampada Yojana’ with an allocation of Rs. 10,000 crores to ensure availability of storage and marketing tools and infrastructure for small and traditional fishermen."
BJP_2019_0067,BJP,2019,0,Rural Development,"We will facilitate farming of sea-weed, pearl as well as ornamental fish to ensure a better return to the fishermen."
BJP_2019_0068,BJP,2019,0,Labour & Employment,We will bring all fishermen under the ambit of all welfare programmes and social security schemes with expanded coverage for accident insurance.
BJP_2019_0069,BJP,2019,0,Energy & Environment,"We will launch ‘Jal Jivan Mission’ under which we will introduce a special program, ‘Nal se Jal’ to ensure piped water connection to every household by 2024."
BJP_2019_0070,BJP,2019,0,Infrastructure,"We will launch a massive ‘Rural Road Upgradation Programme’ to connect centres of education, healthcare centres, and markets with hinterlands to promote rural growth."
BJP_2019_0071,BJP,2019,0,Rural Development,We will ensure that every Gram Panchayat is connected through a high speed optical fibre network by 2022.
BJP_2019_0072,BJP,2019,0,Rural Development,We will ensure a pucca house to every family who are living in a kuchha house by 2022.
BJP_2019_0073,BJP,2019,0,Energy & Environment,We will ensure 100% disposal of liquid waste water and reuse of waste water.
BJP_2019_0074,BJP,2019,0,Economy & Finance,We commit to make India a US$ 5 trillion economy by 2025 and US$ 10 trillion economy by 2032.
BJP_2019_0075,BJP,2019,0,Economy & Finance,We will continue with our policy of lowering of tax rate thereby rewarding honest tax payers and improving compliance.
BJP_2019_0076,BJP,2019,0,Economy & Finance,We will continue with the simplification of GST process by engaging in dialogue with all stakeholders.
BJP_2019_0077,BJP,2019,0,Infrastructure,"By 2024, we will make capital investment of Rs.100 lakh crore in the infrastructure sector."
BJP_2019_0078,BJP,2019,0,Economy & Finance,We will take the country’s ranking into the top 50 in the Ease of Doing Business Index.
BJP_2019_0079,BJP,2019,0,Economy & Finance,We will announce a new industrial policy to improve competitiveness of manufacturing and services with an eye on Industry 4.0.
BJP_2019_0080,BJP,2019,0,Labour & Employment,We will invest in creating clusters/networks that can take on the world’s best.
BJP_2019_0081,BJP,2019,0,Governance & Anti-Corruption,We will amend the Companies Act to impose civil liability for technical and procedural defaults of a minor nature.
BJP_2019_0082,BJP,2019,0,Economy & Finance,"We would aim to take the credit guarantee figure to Rs.1,00,000 crore by 2024."
BJP_2019_0083,BJP,2019,0,Youth & Sports,We would achieve more than 150 Technology Centres all over the country by 2024.
BJP_2019_0084,BJP,2019,0,Agriculture,"On the lines of Kisan credit card, we will also create a scheme to give merchant credit card to registered merchants."
BJP_2019_0085,BJP,2019,0,Labour & Employment,We will establish National Traders’ Welfare Board and create a National Policy for Retail Trade for the growth of retail businesses.
BJP_2019_0086,BJP,2019,0,Labour & Employment,"To protect the interests of small traders, we will provide an accident insurance of 10 lakh rupees to all the traders registered under GST."
BJP_2019_0087,BJP,2019,0,Economy & Finance,We will launch a new scheme to provide collateral-free credit up to ₹50 lakh for entrepreneurs.
BJP_2019_0088,BJP,2019,0,Labour & Employment,We will guarantee 50% of the loan amount for female entrepreneurs and 25% of the loan amount for male entrepreneurs.
BJP_2019_0089,BJP,2019,0,Governance & Anti-Corruption,"We will initiate ranking of Central Ministries, departments, State Governments and CPSUs for their increased engagement with start-ups."
BJP_2019_0090,BJP,2019,0,Economy & Finance,We will target time spent for tax compliance at 1 hour per month.
BJP_2019_0091,BJP,2019,0,Economy & Finance,We will ease regulatory requirement for start-ups.
BJP_2019_0092,BJP,2019,0,Urban Development,We will create 100 Innovation Zones in Urban Local Bodies.
BJP_2019_0093,BJP,2019,0,Labour & Employment,We will set up 500 new incubators and accelerators by 2024.
BJP_2019_0094,BJP,2019,0,Labour & Employment,"We will facilitate establishment of 50,000 new Start ups in the nation by 2024."
BJP_2019_0095,BJP,2019,0,Labour & Employment,"We will continue to promote and encourage Start ups through creation of a ‘Seed Start up Fund’ of ₹20,000 crore."
BJP_2019_0096,BJP,2019,0,Economy & Finance,"We will set-up new 'Entrepreneurial North East' scheme to provide financial support to the micro, small and medium industries and for employment generation in the North Eastern state."
BJP_2019_0097,BJP,2019,0,Labour & Employment,"We will support entrepreneurial ventures started by individuals from Scheduled Castes, Scheduled Tribes, Other Backward Communities, or Economically Weaker Sections and take forward the ‘Stand-up India’ initiative."
BJP_2019_0098,BJP,2019,0,Energy & Environment,We will identify specific places of cultural or natural importance in order to develop them as comprehensive destinations.
BJP_2019_0099,BJP,2019,0,Infrastructure,All UNESCO heritage sites in India will be upgraded to international level facilities.
BJP_2019_0100,BJP,2019,0,Governance & Anti-Corruption,We will continue our crackdown on Benami properties and illegal foreign bank accounts.
BJP_2019_0101,BJP,2019,0,Governance & Anti-Corruption,We will also expedite our actions to bring fugitive economic offenders back to India and prosecute them for their crimes.
BJP_2019_0102,BJP,2019,0,Infrastructure,"We will ensure faster customs clearance of international cargo by relaxing clearance procedures, introducing self-declaration etc and adopting new scanning technology."
BJP_2019_0103,BJP,2019,0,Economy & Finance,We will also provide adequate financial and institutional support for exporters and export organizations to build capacity.
BJP_2019_0104,BJP,2019,0,Infrastructure,"We will aim at next generation infrastructure which will include gas grids and water grids, i-ways, regional airports and way side amenities along National highways."
BJP_2019_0105,BJP,2019,0,Urban Development,We will launch a National Urban Mobility Mission to provide technology based urban mobility solutions to all urban local bodies.
BJP_2019_0106,BJP,2019,0,Urban Development,"Under this mission, we will incentivize cities to integrate the public transport systems."
BJP_2019_0107,BJP,2019,0,Urban Development,We will also promote a common mobility card/ ticketing across different modes of transport.
BJP_2019_0108,BJP,2019,0,Urban Development,"In the next five years, we will ensure that 50 cities are covered with a strong metro network."
BJP_2019_0109,BJP,2019,0,Urban Development,We will set up five regional centres of excellence on urban issues.
BJP_2019_0110,BJP,2019,0,Energy & Environment,We will take the Swachh Bharat Mission to a new level through sustainable Solid Waste Management in every village.
BJP_2019_0111,BJP,2019,0,Energy & Environment,"Through the mission, we will ensure 100% disposal of liquid waste through emphasis on faecal sludge management and reuse of waste water in rural, peri urban and unsewered areas."
BJP_2019_0112,BJP,2019,0,Health,We will ensure that all habitations attain open defecation free status and those that have attained the status sustain the behavioural change.
BJP_2019_0113,BJP,2019,0,Energy & Environment,We will ensure sustainability of water supply through special focus on conservation of rural water bodies and ground water recharge.
BJP_2019_0114,BJP,2019,0,Energy & Environment,We will form a new Ministry of Water unifying the water management functions.
BJP_2019_0115,BJP,2019,0,Energy & Environment,The Ministry will expeditedly take forward the ambitious programme for linking rivers from different parts of the country.
BJP_2019_0116,BJP,2019,0,Rural Development,We will initiate work on the river linking programme by constituting an authority.
BJP_2019_0117,BJP,2019,0,Infrastructure,"In the next five years, we will construct 60,000 kms of National Highways."
BJP_2019_0118,BJP,2019,0,Infrastructure,We will double the length of National Highways by 2022.
BJP_2019_0119,BJP,2019,0,Infrastructure,We will complete the Phase-1 of Bharatmala Project expeditiously.
BJP_2019_0120,BJP,2019,0,Infrastructure,We will also launch Bharatmala 2.0 project especially with a view to support the states to develop state road networks.
BJP_2019_0121,BJP,2019,0,Infrastructure,"We will bring in new technologies and designs in road construction, operation and maintenance."
BJP_2019_0122,BJP,2019,0,Energy & Environment,We will launch a programme for promoting clean energy and battery operated vehicles to become a world leader in e-mobility.
BJP_2019_0123,BJP,2019,0,Infrastructure,We will complete the dedicated freight corridor project by 2022.
BJP_2019_0124,BJP,2019,0,Infrastructure,We will launch a massive programme for modernization of railway stations in the country.
BJP_2019_0125,BJP,2019,0,Infrastructure,We will encourage private participation in the development of railway amenities and infrastructure and provision of services.
BJP_2019_0126,BJP,2019,0,Infrastructure,We will make all efforts to ensure electrification of all railway tracks by 2022.
BJP_2019_0127,BJP,2019,0,Infrastructure,We will equip all main railway stations with Wi-Fi facility by 2022.
BJP_2019_0128,BJP,2019,0,Infrastructure,We will ensure conversion of all viable rail tracks to broad gauge by 2022.
BJP_2019_0129,BJP,2019,0,Infrastructure,We will expand connectivity and experience of high speed trains and new version trains such as Vande Bharat Express across the length and breadth of the country in the next five years.
BJP_2019_0130,BJP,2019,0,Infrastructure,"In the next five years, we will double the number of functional airports."
BJP_2019_0131,BJP,2019,0,Infrastructure,We will double our port capacity in the next five years.
BJP_2019_0132,BJP,2019,0,Infrastructure,"We will further encourage integrated development of coastal areas including coastal cities, coastal transport and coastal industrialization."
BJP_2019_0133,BJP,2019,0,Infrastructure,We will undertake the upgradation of infrastructure for connecting the coast and hinterland to ensure smooth transportation.
BJP_2019_0134,BJP,2019,0,Infrastructure,We will continue to focus on development of inland waterways for shifting inland cargo movement from road and rail to water transport.
BJP_2019_0135,BJP,2019,0,Infrastructure,We will ensure speedy completion of the projects under the Sagarmala programme.
BJP_2019_0136,BJP,2019,0,Energy & Environment,We will further work towards completing any unfinished task in providing 24x7 electricity.
BJP_2019_0137,BJP,2019,0,Energy & Environment,We will ensure a right mix of energy which leads towards a cleaner environment.
BJP_2019_0138,BJP,2019,0,Energy & Environment,We will ensure supplying quality electricity to all consumers.
BJP_2019_0139,BJP,2019,0,Energy & Environment,We will ensure making the state electricity entities financially sound and administratively more efficient.
BJP_2019_0140,BJP,2019,0,Energy & Environment,We will continue our efforts to achieve our goal of 175 GW renewable energy capacity by 2022.
BJP_2019_0141,BJP,2019,0,Foreign Policy,We will further make all efforts to invite other countries of the world to become members of the International Solar Alliance.
BJP_2019_0142,BJP,2019,0,Rural Development,"Through village level high speed broadband services, we will provide a range of services such as telemedicine, tele-education and agriculture related advisories."
BJP_2019_0143,BJP,2019,0,Health,"We will target provisioning of telemedicine and diagnostic laboratory facilities at all 1,50,000 Health and Wellness Centres by 2022."
BJP_2019_0144,BJP,2019,0,Health,We will create an essential devices list and a separate pricing policy for medical devices to ensure their accessibility and affordability to masses.
BJP_2019_0145,BJP,2019,0,Health,"We will also accelerate the reforms in paramedical education sector so as to increase the availability of nurses, pharmacists and other paramedical personnel."
BJP_2019_0146,BJP,2019,0,Health,"We will set up one Medical College or Post Graduate Medical College in every district, through public or private participation, by 2024."
BJP_2019_0147,BJP,2019,0,Health,To start with 75 such Medical Institutes will be set up by 2022.
BJP_2019_0148,BJP,2019,0,Health,We will double the number of MBBS and Specialist doctors in the country by 2024 as compared to the work done from 1947 till 2014.
BJP_2019_0149,BJP,2019,0,Health,We will endeavour to make the National Nutrition Mission a mass movement and strengthen infrastructure and capacity in all Anganwadis.
BJP_2019_0150,BJP,2019,0,Health,We will ensure full immunization coverage for all the children and pregnant women by 2022.
BJP_2019_0151,BJP,2019,0,Health,We will eliminate TB from India by 2025 through a Special Mission.
BJP_2019_0152,BJP,2019,0,Governance & Anti-Corruption,"We are committed to the idea of simultaneous elections for Parliament, State assemblies and local bodies."
BJP_2019_0153,BJP,2019,0,Governance & Anti-Corruption,We will strive to ensure a common voter list for all elections.
BJP_2019_0154,BJP,2019,0,Governance & Anti-Corruption,We will continue to make efforts to ensure more effective governance and transparent decision making.
BJP_2019_0155,BJP,2019,0,Governance & Anti-Corruption,We will bring reform in the Civil Services and implement it in a manner to achieve 'Minimum Government and Maximum Governance'.
BJP_2019_0156,BJP,2019,0,Governance & Anti-Corruption,We will merge similar and complementary departments into sectoral ministries.
BJP_2019_0157,BJP,2019,0,Governance & Anti-Corruption,We will continue to implement the Rashtriya Gram Swaraj Abhiyan in a focussed manner to build the capacity of members of Panchayati Raj Institutions.
BJP_2019_0158,BJP,2019,0,Governance & Anti-Corruption,We will formulate a ‘Model Police Act’ in consultation with the States to have a pro-people citizen friendly police.
BJP_2019_0159,BJP,2019,0,Governance & Anti-Corruption,"We will work towards simplifying procedural laws, encouraging mediation and strengthening judicial and court management system in order to increase accessibility."
BJP_2019_0160,BJP,2019,0,Governance & Anti-Corruption,We will increase the number of Alternative Dispute Resolution forums to ensure avenues for quick disposal of matters.
BJP_2019_0161,BJP,2019,0,Foreign Policy,We will also take all necessary steps to make India a hub of arbitration services.
BJP_2019_0162,BJP,2019,0,Economy & Finance,We will expedite the enactment of legislation for creating an International Financial Services Centre Authority.
BJP_2019_0163,BJP,2019,0,Economy & Finance,We will continue and further increase the ongoing incentives to expand digital transactions.
BJP_2019_0164,BJP,2019,0,Governance & Anti-Corruption,We will continue to pursue cooperative federalism by ensuring greater involvement of the states in all aspects of policy making and governance.
BJP_2019_0165,BJP,2019,0,Economy & Finance,We will also ensure implementation of the 14th Finance Commission’s recommendations.
BJP_2019_0166,BJP,2019,0,Governance & Anti-Corruption,We will set up a committee for Easing Citizens’ Interactions with Government (CECIG) to work with experts in reforming citizen’s interface with Government.
BJP_2019_0167,BJP,2019,0,Governance & Anti-Corruption,We will explore every avenue to implement the Right to Service.
BJP_2019_0168,BJP,2019,0,Youth & Sports,"We will launch a new Science Mission for development of cutting edge technologies and future technologies with two submissions, specifically focused on (a) artificial intelligence mission and (b) robotic research mission."
BJP_2019_0169,BJP,2019,0,Education,We will launch a Language Translation Mission that will enable ready translation of English text in Science & Technology and humanities in any of our languages.
BJP_2019_0170,BJP,2019,0,Health,We will initiate a genome mission for human health that will bring the latest diagnosis and treatment to our entire population through frugal innovation.
BJP_2019_0171,BJP,2019,0,Energy & Environment,"We will explore the diversity of our oceans, have a human crewed submersible going to the deepest oceans."
BJP_2019_0172,BJP,2019,0,Energy & Environment,We will get the latest technologies to transform Waste to Energy and Wealth in a major mission.
BJP_2019_0173,BJP,2019,0,Economy & Finance,We will also strive towards semiconductor manufacturing within the country.
BJP_2019_0174,BJP,2019,0,Education,We will aim to spread S&T investment to the 95% of students who attend state government institutions also through a National Research Foundation in partnership with States.
BJP_2019_0175,BJP,2019,0,Economy & Finance,"Industry investment in R&D will also be enhanced, in partnership with our network of national laboratories."
BJP_2019_0176,BJP,2019,0,Defence & Security,We are committed to ensuring that 'Gaganyaan' successfully demonstrates our scientific capabilities of executing a manned mission in space.
BJP_2019_0177,BJP,2019,0,Youth & Sports,We will start the 'National Program for Rapid Research in Socially Contextual Technologies' to create research paths in desirable technologies.
BJP_2019_0178,BJP,2019,0,Energy & Environment,We are committed to maintaining the pace of adding to the forest cover through adoption of cleaner practises.
BJP_2019_0179,BJP,2019,0,Rural Development,We are committed to continuing our work in providing basic amenities to people living in remotest forest areas.
BJP_2019_0180,BJP,2019,0,Energy & Environment,We will convert the National Clean Air Plan into a Mission and we will focus on 102 most polluted cities in the country.
BJP_2019_0181,BJP,2019,0,Energy & Environment,"Through concerted action, we will reduce the level of pollution in each of the mission cities by at least 35% over the next five years."
BJP_2019_0182,BJP,2019,0,Energy & Environment,We will ensure the Himalayan States are provided special financial assistance in the form of a 'Green Bonus' to facilitate the protection and promotion of forests in those states.
BJP_2019_0183,BJP,2019,0,Infrastructure,We will preserve the unique identity of Andaman-Nicobar and Lakshadweep Islands and build a world-class infrastructure compatible with the local ecosystem.
BJP_2019_0184,BJP,2019,0,Urban Development,We will focus on fully developing the potential of tourism in these islands.
BJP_2019_0185,BJP,2019,0,Governance & Anti-Corruption,We will develop Union Territories as models of development and good governance.
BJP_2019_0186,BJP,2019,0,Rural Development,We will leverage the situation to ensure accelerated development of the North Eastern states.
BJP_2019_0187,BJP,2019,0,Social Justice & Minorities,"We are committed to ensure that the unique linguistic, cultural and social identity of the North Eastern States is adequately protected."
BJP_2019_0188,BJP,2019,0,Infrastructure,We will continue to focus on the development of infrastructure and improved connectivity in this region.
BJP_2019_0189,BJP,2019,0,Rural Development,"We will continue to take the necessary steps to leverage the tremendous potential of hydro-electric, tourism, horticulture etc in the North Eastern states."
BJP_2019_0190,BJP,2019,0,Labour & Employment,We will create new opportunities of employment by providing more support to the 22 major 'Champion Sectors'.
BJP_2019_0191,BJP,2019,0,Labour & Employment,We will optimally leverage the untapped employment-generation of potential of sectors such as defence and pharmaceuticals.
BJP_2019_0192,BJP,2019,0,Youth & Sports,We will launch a special awareness and treatment programme for de-addiction among youth.
BJP_2019_0193,BJP,2019,0,Youth & Sports,We will support a large scale internship programme for the youth in urban local bodies.
BJP_2019_0194,BJP,2019,0,Youth & Sports,"We will incentivise and reward self-organized groups of youth who adopt social assets like schools, hospitals, lakes, public gardens etc."
BJP_2019_0195,BJP,2019,0,Youth & Sports,We will continue to provide adequate resources under the 'Khelo India' scheme.
BJP_2019_0196,BJP,2019,0,Youth & Sports,"Under this scheme, special attention will be given to encourage sporting talent among women and tribals."
BJP_2019_0197,BJP,2019,0,Youth & Sports,"We will map state and district-wise sport talent and strengths, recognize the traditional sporting practices and focus on the promotion of specific sports in specific regions."
BJP_2019_0198,BJP,2019,0,Youth & Sports,We will introduce practical sports courses as part of the educational curriculum.
BJP_2019_0199,BJP,2019,0,Youth & Sports,We will establish a National Sports Education Board for the development of sportspersons.
BJP_2019_0200,BJP,2019,0,Youth & Sports,"We will support the creation of a mini-stadium in each sub-district, with the participation of state governments."
BJP_2019_0201,BJP,2019,0,Youth & Sports,We will formulate a mechanism to ensure that the capacity of existing sporting infrastructure is easily accessible for use of sportspersons and new models including PPP will be explored.
BJP_2019_0202,BJP,2019,0,Youth & Sports,We will promote the Fit India campaign as an integral part of building a culture of sports in India.
BJP_2019_0203,BJP,2019,0,Women & Child Development,"We are committed to continue to build on the gains of 'Beti Bachao, Beti Padhao' to provide accessible and affordable quality education to all women."
BJP_2019_0204,BJP,2019,0,Women & Child Development,We will ensure that ample financial support is available to girls through out their education and subsidised education loans are provided for higher education.
BJP_2019_0205,BJP,2019,0,Women & Child Development,"To generate better work opportunities for women, 10% material to be sourced for government procurement will be done from MSMEs having at least 50% women employees in their workforce."
BJP_2019_0206,BJP,2019,0,Women & Child Development,We will now strengthen the creche programme with special focus on the needs of parents employed in the unorganized sector.
BJP_2019_0207,BJP,2019,0,Women & Child Development,We will ensure that the number of childcare facilities is increased three fold by 2022.
BJP_2019_0208,BJP,2019,0,Women & Child Development,We will formulate a comprehensive ‘Women in Workforce’ roadmap focussed on dramatically increasing the female workforce participation rate over the next five years.
BJP_2019_0209,BJP,2019,0,Labour & Employment,We will also encourage industries and corporates to generate better employment opportunities for women.
BJP_2019_0210,BJP,2019,0,Women & Child Development,"We will make every effort to ensure access to credit and other resources, capacity building, market and distribution network for women entrepreneurs, SHGs and women farmers."
BJP_2019_0211,BJP,2019,0,Social Justice & Minorities,We will legislate a bill to prohibit and eliminate practices such as Triple Talaq and Nikah Halala.
BJP_2019_0212,BJP,2019,0,Women & Child Development,"We will focus on ensuring good quality, easily accessible and affordable maternal healthcare services for all women."
BJP_2019_0213,BJP,2019,0,Health,We will reduce the malnutrition level by at least 10% in the next five years under the POSHAN Abhiyan.
BJP_2019_0214,BJP,2019,0,Women & Child Development,We will ensure that all reproductive and menstrual health services are easily available to all women across India.
BJP_2019_0215,BJP,2019,0,Women & Child Development,"With the expansion of ongoing Suvidha scheme, sanitary pads at an affordable cost of just Rs. 1 will be provided to all women and girls."
BJP_2019_0216,BJP,2019,0,Health,We will increase the coverage of Ayushman Bharat to include all Anganwadi workers and ASHA workers.
BJP_2019_0217,BJP,2019,0,Women & Child Development,Gender sensitisation courses will be made an essential part of all educational institution’s curriculum and training modules of public offices.
BJP_2019_0218,BJP,2019,0,Labour & Employment,"We will formulate a dedicated programme for the creation of work opportunities, provide skill training and strengthen social security mechanism for widows of our Martyrs."
BJP_2019_0219,BJP,2019,0,Social Justice & Minorities,We will expand forensic facilities and fast track courts to bring convicts to justice in cases of rape.
BJP_2019_0220,BJP,2019,0,Social Justice & Minorities,The BJP is committed to 33% reservation in parliament and state assemblies through a constitutional amendment.
