promise_id,party,year,page_number,manifesto_section,promise_text
INC_2024_0051,INC,2024,0,Social Justice & Minorities,"We will expand Articles 15 and 16 of the Constitution to prohibit discrimination on the ground of ‘disability’, ‘impairment’ or ‘sexual orientation’."
INC_2024_0052,INC,2024,0,Social Justice & Minorities,We will recognise the Braille script and Sign Language as languages.
INC_2024_0053,INC,2024,0,Education,We will establish a National Centre of Research and Excellence for Special Education to ensure that quality education is imparted to children with special needs and children with disabilities.
INC_2024_0054,INC,2024,0,Social Justice & Minorities,Congress will provide representation for persons with disabilities in local government bodies.
INC_2024_0055,INC,2024,0,Social Justice & Minorities,"We will strictly enforce the Rights of Persons with Disabilities Act, 2016."
INC_2024_0056,INC,2024,0,Health,We will implement a scheme to establish Assisted Living and Care Centres for the disabled in public-private partnership throughout the country.
INC_2024_0057,INC,2024,0,Social Justice & Minorities,"After wide consultation, Congress will bring a law to recognize civil unions between couples belonging to the LGBTQIA+ community."
INC_2024_0058,INC,2024,0,Labour & Employment,Congress guarantees a new Right to Apprenticeship Act to provide a one year apprenticeship with a private or a public sector company to every diploma holder or college graduate below the age of 25.
INC_2024_0059,INC,2024,0,Labour & Employment,Apprentices will get ₹1 lakh a year.
INC_2024_0060,INC,2024,0,Governance & Anti-Corruption,We will provide fast-track courts to adjudicate cases of leaking question papers for job examinations.
INC_2024_0061,INC,2024,0,Health,We will provide monetary compensation to the victims.
INC_2024_0062,INC,2024,0,Labour & Employment,We will fill the nearly 30 lakh vacancies in sanctioned posts at various levels in the central government.
INC_2024_0063,INC,2024,0,Governance & Anti-Corruption,We will stipulate that vacancies in the panchayats and municipal bodies shall be filled according to a timetable agreed with state governments.
INC_2024_0064,INC,2024,0,Labour & Employment,"Congress will restructure the Fund of Funds Scheme for start-ups and allocate 50 per cent of the available fund, as far as possible equally among all districts, for providing funds to youth below 40 years of age to start their own businesses and generate employment."
INC_2024_0065,INC,2024,0,Education,Government will give a one-time relief to applicants who were unable to write the qualifying public examinations during 1 April 2020 to 30 June 2021 due to the pandemic.
INC_2024_0066,INC,2024,0,Governance & Anti-Corruption,We will abolish application fees for government examinations and government posts.
INC_2024_0067,INC,2024,0,Labour & Employment,"Due to widespread unemployment, as a one-time measure of relief, the amount due including unpaid interest as on 15 March 2024 in respect of all student educational loans will be written off and the banks will be compensated by the government."
INC_2024_0068,INC,2024,0,Youth & Sports,"Congress will provide sports scholarships of ₹10,000 per month for talented and budding sportspersons below the age of 21."
INC_2024_0069,INC,2024,0,Education,We will amend the RTE Act to make education from Class I to Class XII in public schools compulsory and free.
INC_2024_0070,INC,2024,0,Education,"Hence, we will revisit and amend the NEP in consultation with the state governments."
INC_2024_0071,INC,2024,0,Education,We will end the practice of charging special fees for different purposes in public schools.
INC_2024_0072,INC,2024,0,Education,"For greater equity, affordability and transparency in school fees charged by private schools, we will encourage state governments to establish fee regulation committees."
INC_2024_0073,INC,2024,0,Education,Congress will work with states to ensure that every class and every subject has a dedicated teacher.
INC_2024_0074,INC,2024,0,Education,Each class must have a dedicated classroom.
INC_2024_0075,INC,2024,0,Education,Congress will expand the budget for and scale up government programmes for foundational learning.
INC_2024_0076,INC,2024,0,Education,School and college syllabuses will emphasise the study of STEM subjects in order to develop a scientific temper.
INC_2024_0077,INC,2024,0,Education,We will discourage the use of teachers for non-teaching activities.
INC_2024_0078,INC,2024,0,Education,We will discourage the appointment of contractual teachers in regular vacancies and ensure that such appointments are regularised.
INC_2024_0079,INC,2024,0,Education,We will accelerate the integration of pre-primary and primary education to ensure that all children receive at least two years of pre-school education.
INC_2024_0080,INC,2024,0,Education,We shall take urgent measures to address these deficiencies and ensure wholesome learning outcomes within a period of 5 years.
INC_2024_0081,INC,2024,0,Education,"Congress will increase the number of Kendriya Vidyalayas, Navodya Vidyalayas and Kasturba Gandhi Balika Vidyalayas in consultation with the State Governments."
INC_2024_0082,INC,2024,0,Education,We will restore the autonomy of colleges and universities.
INC_2024_0083,INC,2024,0,Education,We will protect and preserve students’ freedom of speech and expression and the right to have elected student unions.
INC_2024_0084,INC,2024,0,Education,"To reduce dropout rates, we will ensure that pre-matric and higher education scholarships for disadvantaged groups including SC, ST, OBC, EWS, denotified tribes and minorities are restored, increased and fully funded."
INC_2024_0085,INC,2024,0,Education,We will ensure that all central textbooks promote a scientific temper and are aligned with India’s constitutional values as contained in the Preamble and other provisions of the Constitution of India.
INC_2024_0086,INC,2024,0,Education,We will assist state governments to establish one Government Community College in every tehsil/taluk for students completing Class XII.
INC_2024_0087,INC,2024,0,Education,"Congress will revive the Education Loan programme to college students implemented under the UPA government and instruct banks to extend collateral-free education loans up to ₹7.5 lakhs especially to students belonging to the SC, ST, OBC, EWS and minorities."
INC_2024_0088,INC,2024,0,Education,Congress will ensure that serving teachers are represented in the governing bodies of colleges and universities.
INC_2024_0089,INC,2024,0,Education,We will fill all teaching and non-teaching vacancies in central universities and other central educational institutions.
INC_2024_0090,INC,2024,0,Education,National accreditation bodies will be strengthened and higher educational institutions will be accredited based on stringent quality norms.
INC_2024_0091,INC,2024,0,Education,We will ensure that all students of classes IX to XII have mobile phones to ensure equitable access to learning.
INC_2024_0092,INC,2024,0,Education,We will provide free and unlimited Internet on college and school campuses to increase accessibility and connectivity.
INC_2024_0093,INC,2024,0,Education,We will ensure that all coaching centres and EdTech companies meet stringent quality standards.
INC_2024_0094,INC,2024,0,Education,"We will ensure that all higher educational institutions — central, state and private — meet the prescribed standards for admitting students."
INC_2024_0095,INC,2024,0,Education,"We will revisit the policy of centrally-conducted qualifying examinations such as NEET, CUET, etc. and make it optional for state governments to adopt these examinations for admissions or conduct their own examinations meeting the prescribed standards to state-funded and state-approved higher educational institutions."
INC_2024_0096,INC,2024,0,Urban Development,"We will assist state governments to establish state-of-the-art Internet-enabled public libraries in state, district and taluk headquarters."
INC_2024_0097,INC,2024,0,Youth & Sports,"Congress will take suitable measures to ensure that the constitution of each sports body is in accordance with certain norms and principles, that elections are held according to the constitution of that body and the recommendations of the Justice Lodha Committee, and that there is adequate representation in each sports body for active players, former players and women."
INC_2024_0098,INC,2024,0,Youth & Sports,"Congress will enact a separate legislation for the registration of sports federations/bodies/associations which will ensure full compliance with the Olympic Charter, allow for autonomy and full accountability, and provide recourse for members and sportspersons against discrimination, bias, sexual harassment, abuse, wrongful termination, etc."
INC_2024_0099,INC,2024,0,Youth & Sports,"Congress will provide sports scholarships of ₹10,000 per month to talented and budding sports persons below the age of 21."
INC_2024_0100,INC,2024,0,Youth & Sports,Congress will ensure that there is at least one community sports centre in every block and municipal town and at least one multi-sport coaching centre in every district.
INC_2024_0101,INC,2024,0,Youth & Sports,We will establish a National Sports Science Institute to promote research and development in sports sciences and training.
INC_2024_0102,INC,2024,0,Youth & Sports,"In order to encourage talented youth to pursue sports as a profession without fear of their future, Congress will introduce a “Sporting Heroes Job Guarantee” programme to assure every sportsperson who has represented India at the international level or the national level a good quality job after the end of the sportsperson’s sporting career."
INC_2024_0103,INC,2024,0,Youth & Sports,"We will allocate sufficient funds to promote sports among girls and women, persons with disabilities, and disadvantaged groups such as ST."
INC_2024_0104,INC,2024,0,Social Justice & Minorities,Congress resolves to launch a Mahalakshmi scheme to provide ₹1 lakh per year to every poor Indian family as an unconditional cash transfer.
INC_2024_0105,INC,2024,0,Women & Child Development,The amount will be directly transferred to the bank account of the oldest woman of the household.
INC_2024_0106,INC,2024,0,Governance & Anti-Corruption,Congress will delete the sinister provisions and bring the Amendment Act into force immediately.
INC_2024_0107,INC,2024,0,Women & Child Development,The one-third reservation for women will be applied to State Assemblies that will be elected in the next round of Assembly elections in 2025.
INC_2024_0108,INC,2024,0,Social Justice & Minorities,The one-third reservation for women will also be applied to the Lok Sabha that will be elected in 2029.
INC_2024_0109,INC,2024,0,Women & Child Development,We will reserve one-half(50 per cent) of central government jobs for women starting in 2025.
INC_2024_0110,INC,2024,0,Women & Child Development,"We will ensure that more women are appointed to high positions such as judges, secretaries to government, high ranking police officers, law officers and directors on the boards of listed companies."
INC_2024_0111,INC,2024,0,Social Justice & Minorities,All laws will be scrutinised for gender discrimination and gender bias.
INC_2024_0112,INC,2024,0,Governance & Anti-Corruption,The offending provisions will be removed or amended in the first year of the Congress government.
INC_2024_0113,INC,2024,0,Labour & Employment,"We will ensure that the principle of ‘Same Work, Same Wages’ is enforced in order to prevent discrimination in wages for women."
INC_2024_0114,INC,2024,0,Health,"The contribution of the Central government to the pay of frontline health workers(such as ASHA, Anganwadi, Mid-Day Meal cooks, etc.) will be doubled."
INC_2024_0115,INC,2024,0,Women & Child Development,We will substantially increase the amount of institutional credit that is extended to women.
INC_2024_0116,INC,2024,0,Labour & Employment,"In particular, we will vastly enhance the credit extended to Self Help Groups by banks, Non-Banking Financial Companies and Micro Finance Institutions."
INC_2024_0117,INC,2024,0,Women & Child Development,We will embark on a massive exercise to expand women’s participation in the workforce through measures such as fair and equal wages; safe places of work; childcare services; preventing sexual harassment and violence; and extending maternity benefits.
INC_2024_0118,INC,2024,0,Women & Child Development,We will re-incorporate the Bhartiya Mahila Bank (Women’s Bank) that had made a promising start under an all-Women Board of Directors but was wound up by the patriarchal BJP/NDA government.
INC_2024_0119,INC,2024,0,Social Justice & Minorities,We will review all the laws and ensure equality between men and women.
INC_2024_0120,INC,2024,0,Social Justice & Minorities,"We will ensure that laws intended to prevent offences against women such as the Sexual Harassment of Women at Workplace(Prevention, Prohibition and Redressal) Act, 2013 and the Protection of Women from Domestic Violence Act, 2005 are strictly enforced."
INC_2024_0121,INC,2024,0,Women & Child Development,The government will fund state governments to build sufficient night shelters for migrant women workers.
INC_2024_0122,INC,2024,0,Women & Child Development,Adequate number of safe and hygienic public toilets for women will be provided in towns and cities.
INC_2024_0123,INC,2024,0,Women & Child Development,"Free napkin vending machines will be installed in public spaces, schools and colleges."
INC_2024_0124,INC,2024,0,Women & Child Development,"In partnership with the State governments, the Central Government will double the number of working women hostels in the country, with at least one Savitribai Phule Hostel in each district."
INC_2024_0125,INC,2024,0,Women & Child Development,We will appoint an Adhikar Maitri in every Panchayats to serve as a paralegal to educate women and assist them in the enforcement of their legal rights.
INC_2024_0126,INC,2024,0,Agriculture,"Congress will give a legal guarantee to the Minimum Support Prices(MSP) announced by the government every year, as recommended by the Swaminathan Commission."
INC_2024_0127,INC,2024,0,Agriculture,The Commission for Agricultural Costs and Prices (CACP) will be made a statutory body.
INC_2024_0128,INC,2024,0,Rural Development,MSP payable to the farmer-seller at the procurement centres and APMCs will be directly credited digitally to the bank account of the farmer.
INC_2024_0129,INC,2024,0,Agriculture,We will appoint a Permanent Commission on Agricultural Finance that will report periodically on the extent of agricultural credit and the need for loan forbearance.
INC_2024_0130,INC,2024,0,Agriculture,Crop insurance will be made farm and farmer specific.
INC_2024_0131,INC,2024,0,Rural Development,Premium will be charged from the farmer according to the sum insured and all claims will be settled within 30 days.
INC_2024_0132,INC,2024,0,Rural Development,"In consultation with farmers’ organizations, we will make available to farmers three avenues for sale of agricultural produce: (a). Regulated Market under the prevailing APMC Act. (b). E-market that will be operated by an autonomous body with representation of farmers’ organizations, Farmer-Producer Organizations(FPOs) and individual progressive farmers. (c). Freedom to the farmer to sell agricultural produce at the farm-gate or at any other place of choice with an option to upload the sale-and-purchase agreement on a digital ledger."
INC_2024_0133,INC,2024,0,Rural Development,We will establish farmers’ retail markets in large villages and small towns to enable the farmers to bring their produce and sell the same to consumers.
INC_2024_0134,INC,2024,0,Agriculture,"Congress will formulate and implement a sound import-export policy for agricultural commodities, which will give paramount importance to protecting the interests and concerns of farmers."
INC_2024_0135,INC,2024,0,Agriculture,We will revive the system of Agricultural Extension Services to disseminate the best knowledge and best practices to every agricultural holding.
INC_2024_0136,INC,2024,0,Agriculture,We will increase the number of Krishi Vigyan Kendras and appoint more scientists to each Kendra.
INC_2024_0137,INC,2024,0,Energy & Environment,We will launch a major programme to install solar panels connected to tube wells to generate energy.
INC_2024_0138,INC,2024,0,Rural Development,"Congress will implement a major initiative to promote horticulture, pisciculture and sericulture, and encourage farmers to diversify into these activities and increase their income."
INC_2024_0139,INC,2024,0,Rural Development,We will double the value of the output in dairying and poultry in five years.
INC_2024_0140,INC,2024,0,Rural Development,"In co-ordination with state governments, we will ensure that one agricultural college and one veterinary college is established in every district of the country."
INC_2024_0141,INC,2024,0,Agriculture,We will double the funding for R&D in agriculture in five years.
INC_2024_0142,INC,2024,0,Rural Development,We will restore the subsidy for diesel for sea-going fishing communities.
INC_2024_0143,INC,2024,0,Labour & Employment,We commit to expeditious search for fisherfolk missing at sea.
INC_2024_0144,INC,2024,0,Governance & Anti-Corruption,"If presumed dead, death certificates will be issued within 3 months."
INC_2024_0145,INC,2024,0,Rural Development,We will direct insurance companies to provide insurance cover for sea-going fishing boats.
INC_2024_0146,INC,2024,0,Rural Development,Fishing communities will be issued credit cards(like Kisan Credit Cards) by banks and extended credit.
INC_2024_0147,INC,2024,0,Rural Development,Fishing communities will be enumerated in the caste census and given identity cards by the Central Government.
INC_2024_0148,INC,2024,0,Rural Development,Inland fishing and aquaculture will be recognized as ‘agriculture’.
INC_2024_0149,INC,2024,0,Energy & Environment,Congress will promote phytosanitary standards and the exports of marine products that meet such standards.
INC_2024_0150,INC,2024,0,Rural Development,Fishing harbours will be developed along the coast line for the use of the fishing community.
INC_2024_0151,INC,2024,0,Rural Development,We will create cooperative banks for fishing communities.
INC_2024_0152,INC,2024,0,Foreign Policy,"Congress will establish mechanisms with neighbouring countries to resolve the problems faced by fishing communities, to eliminate conflict, arrests, seizure of boats and loss of lives, and to improve livelihood opportunities for our fishing communities."
INC_2024_0153,INC,2024,0,Labour & Employment,We will introduce reforms in industrial and labour laws to restore the balance between labour and capital to meet our twin goals of full employment and high productivity gains.
INC_2024_0154,INC,2024,0,Social Justice & Minorities,We will address the issues of gender discrimination and gender inequality in workplaces and in accessing economic opportunities.
INC_2024_0155,INC,2024,0,Labour & Employment,"We will ensure that the principle of ‘Same Work, Same Wages’ is enforced in order to prevent discrimination in wages for women."
INC_2024_0156,INC,2024,0,Labour & Employment,We will increase the wage under MGNREGA to ₹400 per day.
INC_2024_0157,INC,2024,0,Rural Development,"MGNREGA funds and workers may also be deployed to build public assets such as classrooms, libraries and primary health centres."
INC_2024_0158,INC,2024,0,Labour & Employment,We will launch an urban employment programme guaranteeing work for the urban poor in reconstruction and renewal of urban infrastructure.
INC_2024_0159,INC,2024,0,Labour & Employment,We will make a law to specify and protect the rights of gig workers and unorganised workers and enhance their social security.
INC_2024_0160,INC,2024,0,Labour & Employment,"We will propose laws to regulate the employment of domestic help and migrant workers, and ensure their basic legal rights."
INC_2024_0161,INC,2024,0,Rural Development,The list of ration card holders will be updated in all States immediately.
INC_2024_0162,INC,2024,0,Rural Development,"It will be ensured that all ration card holders, including migrant workers, get their rations regularly."
INC_2024_0163,INC,2024,0,Rural Development,We will expand the PDS coverage based on updated population figures(pending the Census).
INC_2024_0164,INC,2024,0,Rural Development,PDS will include pulses(dal) and cooking oil.
INC_2024_0165,INC,2024,0,Health,"Sufficient funds will be allocated to PDS, ICDS and the Mid-day Meal Scheme to fulfil the mandate of the National Food Security Act, 2013."
INC_2024_0166,INC,2024,0,Rural Development,We will collaborate with the state governments to open Indira Canteens that will offer subsidised meals as has been done in Karnataka and Rajasthan.
INC_2024_0167,INC,2024,0,Health,"Appoint a second ASHA worker in all villages with a population exceeding 2,500 persons."
INC_2024_0168,INC,2024,0,Women & Child Development,Double the number of Anganwadi workers and create an additional 14 lakh jobs.
INC_2024_0169,INC,2024,0,Labour & Employment,The Congress guarantees a national minimum wage of ₹400 per day.
INC_2024_0170,INC,2024,0,Governance & Anti-Corruption,We promise you freedom from fear.
INC_2024_0171,INC,2024,0,Governance & Anti-Corruption,We promise to restore freedom of speech and expression including full freedom of the media.
INC_2024_0172,INC,2024,0,Governance & Anti-Corruption,"We promise to de-criminalise the offence of defamation and provide, by law, a speedy remedy by way of civil damages."
INC_2024_0173,INC,2024,0,Governance & Anti-Corruption,We promise to end the arbitrary and indiscriminate suspension of the Internet.
INC_2024_0174,INC,2024,0,Governance & Anti-Corruption,"We will review the Telecommunications Act, 2023 and remove the provisions that restrict freedom of speech and expression and that violate the right to privacy."
INC_2024_0175,INC,2024,0,Governance & Anti-Corruption,We promise to review all laws that interfere with the right to privacy and make suitable amendments to various laws to uphold the right to privacy.
INC_2024_0176,INC,2024,0,Governance & Anti-Corruption,We promise to uphold the people’s right to assemble peacefully and to form associations.
INC_2024_0177,INC,2024,0,Social Justice & Minorities,"We promise not to interfere with personal choices of food and dress, to love and marry, and to travel and reside in any part of India."
INC_2024_0178,INC,2024,0,Governance & Anti-Corruption,All laws and rules that interfere unreasonably with personal freedoms will be repealed.
INC_2024_0179,INC,2024,0,Governance & Anti-Corruption,We promise that the two Houses of Parliament will each meet for 100 days in a year and the great traditions of Parliament that prevailed in the past will be revived and scrupulously observed.
INC_2024_0180,INC,2024,0,Governance & Anti-Corruption,We promise that one day in a week will be devoted to discuss the agenda suggested by the opposition benches in each House.
INC_2024_0181,INC,2024,0,Governance & Anti-Corruption,"We promise that the presiding officers of the two Houses will be required to sever their connection with any political party, remain neutral, and observe the age-old norm that the ‘Speaker does not speak’."
INC_2024_0182,INC,2024,0,Governance & Anti-Corruption,We reject the ‘one nation one election’ idea and we promise that elections to the Lok Sabha and the State Assemblies will be held as and when they are due in accordance with the Constitution and the traditions of a parliamentary democracy.
INC_2024_0183,INC,2024,0,Governance & Anti-Corruption,We promise to restore the voters’ trust in the election process.
INC_2024_0184,INC,2024,0,Governance & Anti-Corruption,We will amend the election laws to combine the efficiency of the electronic voting machine (EVM) and the transparency of the ballot paper.
INC_2024_0185,INC,2024,0,Governance & Anti-Corruption,Voting will be through the EVM but the voter will be able to hold and deposit the machine-generated voting slip into the voter-verifiable paper audit trail(VVPAT) unit.
INC_2024_0186,INC,2024,0,Governance & Anti-Corruption,The electronic vote tally will be matched against the VVPAT slip tally.
INC_2024_0187,INC,2024,0,Governance & Anti-Corruption,"We promise to strengthen the autonomy of the Election Commission of India, the Central Information Commission, the Human Rights Commission, the office of the Comptroller and Auditor General, the Commissions for SC, ST, minorities and OBC, and other constitutional bodies."
INC_2024_0188,INC,2024,0,Governance & Anti-Corruption,We promise to amend the Tenth Schedule of the Constitution and make defection(leaving the original party on which the MLA or MP was elected) an automatic disqualification of the membership in the Assembly or Parliament.
INC_2024_0189,INC,2024,0,Governance & Anti-Corruption,We promise to restore the Planning Commission and define its role and responsibilities that will include formulating medium and long-term perspective plans to meet the needs of the Nav Sankalp Economic Policy described in Chapter VII.
INC_2024_0190,INC,2024,0,Governance & Anti-Corruption,"We promise to ensure that the police, investigation and intelligence agencies will function strictly in accordance with law."
INC_2024_0191,INC,2024,0,Governance & Anti-Corruption,"They will be brought under the oversight of Parliament or the state legislatures, as the case may be."
INC_2024_0192,INC,2024,0,Governance & Anti-Corruption,"We promise to put an end to the weaponisation of laws, arbitrary searches, seizures and attachments, arbitrary and indiscriminate arrests, third-degree methods, prolonged custody, custodial deaths, and bulldozer justice."
INC_2024_0193,INC,2024,0,Governance & Anti-Corruption,"We promise to enact a law on bail that will incorporate the principle that ‘bail is the rule, jail is the exception’ in all criminal laws."
INC_2024_0194,INC,2024,0,Governance & Anti-Corruption,"We will introduce comprehensive prison reform to transform jails into institutions of rehabilitation, reform and correction."
INC_2024_0195,INC,2024,0,Governance & Anti-Corruption,"We promise that all anti-people laws passed by the BJP/NDA without proper parliamentary scrutiny and debate, especially those relating to workers, farmers, criminal justice, environment& forests and digital data protection, will be thoroughly reviewed and changed."
INC_2024_0196,INC,2024,0,Governance & Anti-Corruption,"We will carry out complete investigations of the Electoral Bonds Scam, the reckless sale of public assets, the PM CARES scam, repeated intelligence failures at the highest levels and corruption in major defence deals."
INC_2024_0197,INC,2024,0,Governance & Anti-Corruption,"Congress will amend the Press Council of India Act, 1978 to strengthen the system of self-regulation, protect journalistic freedoms, uphold editorial independence and guard against government interference."
INC_2024_0198,INC,2024,0,Governance & Anti-Corruption,"Congress will amend the Press Council of India Act, 1978 to empower the Council to deal with the menace of fake news and paid news."
INC_2024_0199,INC,2024,0,Governance & Anti-Corruption,Congress will defend independent journalism by enacting laws to protect journalists from coercive action by the State.
INC_2024_0200,INC,2024,0,Governance & Anti-Corruption,"This includes restricting the powers of the government for surveillance of journalists, seizure of their devices and exposure of their sources."
INC_2024_0201,INC,2024,0,Governance & Anti-Corruption,"Congress will pass a law to curb monopolies in the media, cross-ownership of different segments of the media, and control of the media by business organisations."
INC_2024_0202,INC,2024,0,Economy & Finance,Congress will refer cases of suspected monopolies to the Competition Commission of India.
INC_2024_0203,INC,2024,0,Governance & Anti-Corruption,"All media houses, irrespective of the size, will be required to disclose their ownership structures(direct and indirect), cross holdings, revenue streams, etc. through their websites."
INC_2024_0204,INC,2024,0,Governance & Anti-Corruption,Congress will pass a law to preserve the freedom of the Internet and to prevent arbitrary and frequent shutdowns of the Internet.
INC_2024_0205,INC,2024,0,Governance & Anti-Corruption,The first named Bill will be withdrawn.
