promise_id,party,year,page_number,manifesto_section,promise_text
PROMISE_00025,BJP,2014,0,Defence & Security,We will address the increasing shortage of commissioned and non-commissioned staff in the defence forces.
PROMISE_00026,BJP,2014,0,Defence & Security,We will build a War Memorial to recognize and honour the gallantry of soldiers.
PROMISE_00027,BJP,2014,0,Defence & Security,We will take measures to make Short Service Commission more attractive.
PROMISE_00028,BJP,2014,0,Defence & Security,We will modernize armed forces and increase R&D in defence.
PROMISE_00029,BJP,2014,0,Defence & Security,We will fast track defence purchases.
PROMISE_00030,BJP,2014,0,Defence & Security,We will deal with cross border terrorism with a firm hand.
PROMISE_00031,BJP,2014,0,Defence & Security,We will review and improve border management and introduce punitive measures to check illegal immigration.
PROMISE_00032,BJP,2014,0,Defence & Security,We will set up four dedicated defence universities.
PROMISE_00033,BJP,2014,0,Defence & Security,We will appoint a Veterans Commission to address grievances of veterans.
PROMISE_00034,BJP,2014,0,Defence & Security,We will ensure greater participation of Armed Forces in the decision-making process of the Ministry of Defence.
PROMISE_00035,BJP,2014,0,Defence & Security,We will improve the efficiency of Armed Forces Tribunals and minimize appeals by the Government.
PROMISE_00036,BJP,2014,0,Defence & Security,We will ensure servicemen can register and vote from their place of posting.
PROMISE_00037,BJP,2014,0,Defence & Security,We will initiate the process of digitization of defence land.
PROMISE_00038,BJP,2014,0,Defence & Security,We will strengthen the DRDO.
PROMISE_00039,BJP,2014,0,Defence & Security,"We will encourage private sector participation and investment, including FDI in selected defence industries."
PROMISE_00040,BJP,2014,0,Defence & Security,We will encourage technology transfer in defence manufacturing.
PROMISE_00041,BJP,2014,0,Defence & Security,We will find solutions to problems hampering the growth of the defence sector.
PROMISE_00042,BJP,2014,0,Defence & Security,We will encourage domestic industry to have a larger share in design and production of military hardware.
PROMISE_00043,BJP,2014,0,Defence & Security,We will study in detail India's nuclear doctrine and revise and update it.
PROMISE_00044,BJP,2014,0,Defence & Security,We will maintain a credible minimum deterrent.
PROMISE_00045,BJP,2014,0,Economy & Finance,We will focus on developing and strengthening the economy of UTs.
PROMISE_00046,BJP,2014,0,Economy & Finance,We will help states mobilize resources through investments.
PROMISE_00047,BJP,2014,0,Economy & Finance,We will use mobile and e-Banking to ensure financial inclusion.
PROMISE_00048,BJP,2014,0,Economy & Finance,We will develop India into a Global Hub for Arbitration and Legal Process Outsourcing.
PROMISE_00049,BJP,2014,0,Economy & Finance,We will set up Centres of Excellence in various sectors in partnership with the Industry.
PROMISE_00050,BJP,2014,0,Economy & Finance,We will find out solutions which are effective in the short run and lasting in the long run for economic revival.
PROMISE_00051,BJP,2014,0,Economy & Finance,We will strictly implement Fiscal discipline.
PROMISE_00052,BJP,2014,0,Economy & Finance,We will allocate resources efficiently and effectively to re-energize engines of growth.
PROMISE_00053,BJP,2014,0,Economy & Finance,We will re-visit the policy framework for investments both foreign and domestic.
PROMISE_00054,BJP,2014,0,Economy & Finance,"We will undertake Banking reforms to enhance ease and access, as well as accountability."
PROMISE_00055,BJP,2014,0,Economy & Finance,We will encourage Savings as an important driver of investment and growth.
PROMISE_00056,BJP,2014,0,Economy & Finance,We will take necessary steps to reduce NPAs in Banking sector.
PROMISE_00057,BJP,2014,0,Economy & Finance,We will set up a strong regulatory framework for non-banking financial companies.
PROMISE_00058,BJP,2014,0,Economy & Finance,We will provide a non adversarial and conducive tax environment.
PROMISE_00059,BJP,2014,0,Economy & Finance,We will rationalize and simplify the tax regime.
PROMISE_00060,BJP,2014,0,Economy & Finance,We will overhaul the dispute resolution mechanisms for taxation.
PROMISE_00061,BJP,2014,0,Economy & Finance,We will provide tax incentives for investments in research and development.
PROMISE_00062,BJP,2014,0,Economy & Finance,"We will allow FDI in sectors wherever needed for job and asset creation, infrastructure and acquisition of niche technology, barring multi-brand retail."
PROMISE_00063,BJP,2014,0,Economy & Finance,We will make FIPB functioning more efficient and investor-friendly.
PROMISE_00064,BJP,2014,0,Economy & Finance,"We will ensure a conducive, enabling environment making 'doing business' in India easy."
PROMISE_00065,BJP,2014,0,Economy & Finance,We will set up World class Investment and Industrial regions as Global Hubs of Manufacturing.
PROMISE_00066,BJP,2014,0,Economy & Finance,We will accord high priority to the growth of manufacturing.
PROMISE_00067,BJP,2014,0,Economy & Finance,We will take steps for Interest rate rationalization and have a clear tax policy for manufacturing.
PROMISE_00068,BJP,2014,0,Economy & Finance,We will remove red-tapism involved in approvals for manufacturing.
PROMISE_00069,BJP,2014,0,Economy & Finance,We will invest in logistics infrastructure and ensure power supply for manufacturing.
PROMISE_00070,BJP,2014,0,Economy & Finance,We will increase public spending on R&D and incentivize R&D investments by industry.
PROMISE_00071,BJP,2014,0,Economy & Finance,We will facilitate setting up of software and hardware manufacturing units.
PROMISE_00072,BJP,2014,0,Economy & Finance,We will encourage Indian companies to go global.
PROMISE_00073,BJP,2014,0,Economy & Finance,We will set up trade facilitation for easier customs clearances and visas for business travel.
PROMISE_00074,BJP,2014,0,Economy & Finance,We will move up the value chain of the handicrafts sector driven by a focus on Quality.
PROMISE_00075,BJP,2014,0,Economy & Finance,We will focus on Zero defect products.
PROMISE_00076,BJP,2014,0,Economy & Finance,We will establish an Export Promotion Mission integrating all stakeholders.
PROMISE_00077,BJP,2014,0,Economy & Finance,We will bring down current accounts deficit by focusing on exports and reducing dependence on imports.
PROMISE_00078,BJP,2014,0,Economy & Finance,We will work with State governments to usher in the GST and put in place a robust IT network system.
PROMISE_00079,BJP,2014,0,Economy & Finance,We will embark on the path of IPRs and Patents.
PROMISE_00080,BJP,2014,0,Economy & Finance,We will ensure easy availability of institutional credit for businesses.
PROMISE_00081,BJP,2014,0,Economy & Finance,We will improve the quality of voice and data in telecom.
PROMISE_00082,BJP,2014,0,Economy & Finance,We will evolve an economic model of Port-led development and develop new ports (Sagar Mala project).
PROMISE_00083,BJP,2014,0,Economy & Finance,"We will focus on development of energy infrastructure, human resource development and upgradation of technology."
PROMISE_00084,BJP,2014,0,Economy & Finance,We will encourage research and innovation in areas of relevance for the economy and society.
PROMISE_00085,BJP,2014,0,Economy & Finance,We will achieve synergy between industry and scientific research by creating autonomous technology transfer organizations.
PROMISE_00086,BJP,2014,0,Economy & Finance,We will promote innovation by creating a comprehensive national system of innovation.
PROMISE_00087,BJP,2014,0,Economy & Finance,"We will set in place national policies on critical natural resources like coal, minerals, spectrum."
PROMISE_00088,BJP,2014,0,Economy & Finance,We will implement auction of precious resources through efficient mechanisms including e-auction.
PROMISE_00089,BJP,2014,0,Economy & Finance,We will encourage value addition in all resources.
PROMISE_00090,BJP,2014,0,Education,We will provide educational opportunities in the Kashmir valley.
PROMISE_00091,BJP,2014,0,Education,We will make technology enabled products affordable for students.
PROMISE_00092,BJP,2014,0,Education,We will use technology to reduce the burden of books on children.
PROMISE_00093,BJP,2014,0,Education,We will make all institutions and schools e-enabled in a phased manner.
PROMISE_00094,BJP,2014,0,Education,We will promote e-Bhasha- National Mission for promotion of IT in Indian Languages.
PROMISE_00095,BJP,2014,0,Education,We will set up a comprehensive National e-Library.
PROMISE_00096,BJP,2014,0,Education,We will evolve a national network of specialized universities having expertise in complementary domains.
PROMISE_00097,BJP,2014,0,Education,We will run legal awareness programmes and introduce them in school curriculum.
PROMISE_00098,BJP,2014,0,Education,We will set up the entire education network for tribals.
PROMISE_00099,BJP,2014,0,Education,We will provide educational scholarships and facilities to neo-middle class.
PROMISE_00100,BJP,2014,0,Education,We will ensure effective implementation of the Right to Education and Right to Food Security Act.
PROMISE_00101,BJP,2014,0,Education,We will reduce the burden of books on children without compromising on quality of education.
PROMISE_00102,BJP,2014,0,Education,We will use technology to deliver low cost quality education to specially-abled students 'in-home' through E-learning.
PROMISE_00103,BJP,2014,0,Education,We will simplify procedure to avail Student's loans and make loans affordable.
PROMISE_00104,BJP,2014,0,Education,"We will review and revise education system, salary structures for teaching staff, and address shortfall of faculty."
PROMISE_00105,BJP,2014,0,Education,We will raise public spending on education to 6% of the GDP.
PROMISE_00106,BJP,2014,0,Education,We will set up mechanism for performance audit and real time information of 'Sarva Shiksha Abhiyan'.
PROMISE_00107,BJP,2014,0,Education,We will strengthen and expand 'Sarva Shiksha Abhiyan' with a goal to remove illiteracy.
PROMISE_00108,BJP,2014,0,Education,We will universalize secondary school education and skills development through functional school.
PROMISE_00109,BJP,2014,0,Education,We will thoroughly review the content and process of school education.
PROMISE_00110,BJP,2014,0,Education,We will ensure the digital divide does not create further divisions in learning situations.
PROMISE_00111,BJP,2014,0,Education,We will develop special pedagogy for differently-abled students.
PROMISE_00112,BJP,2014,0,Education,"We will explore ways to reduce the daily burden of carrying books to school, including use of technology."
PROMISE_00113,BJP,2014,0,Education,We will establish a national E-Library to empower school teachers and students.
PROMISE_00114,BJP,2014,0,Education,We will enhance the pivotal role of teachers by reworking the work culture of teacher training institutions.
PROMISE_00115,BJP,2014,0,Education,We will ensure optimum utilization of physical and man power resources in higher education.
PROMISE_00116,BJP,2014,0,Education,"We will institute a mechanism for close interaction between industry, academia and community in higher education."
PROMISE_00117,BJP,2014,0,Education,We will do needs assessment exercise for identifying future needs across sectors to develop appropriate courses.
PROMISE_00118,BJP,2014,0,Education,We will provide autonomy with steps to ensure accountability for institutions of higher learning.
PROMISE_00119,BJP,2014,0,Education,We will raise the standard of education and research so Indian universities become at par with top global universities.
PROMISE_00120,BJP,2014,0,Education,We will restructure UGC and transform it into a Higher Education Commission.
PROMISE_00121,BJP,2014,0,Education,We will set up Massive Open Online Courses (MOOC) and virtual classrooms.
PROMISE_00122,BJP,2014,0,Education,We will set up a National Commission on Education to report in two years.
PROMISE_00123,BJP,2014,0,Education,We will implement a National Education Policy based on the Commission's report.
PROMISE_00124,BJP,2014,0,Education,We will promote vocational training on a massive scale and establish a mechanism to give vocational qualifications of Academic Equivalence.
PROMISE_00125,BJP,2014,0,Education,We will create institutional mechanisms to refresh and upgrade abilities through continuing education.
PROMISE_00126,BJP,2014,0,Education,We will create an ecosystem for fundamental research and innovation in science and technology.
PROMISE_00127,BJP,2014,0,Education,"We will build world class regional centres of excellence in nanotechnology, material sciences, thorium technology and brain research."
PROMISE_00128,BJP,2014,0,Education,We will promote science popularization schemes extensively.
PROMISE_00129,BJP,2014,0,Education,We will bring changes in secondary education to focus on application of science.
PROMISE_00130,BJP,2014,0,Education,We will establish a Central University dedicated to Himalayan Technology.
PROMISE_00131,BJP,2014,0,Energy & Environment,We will use technology to reduce Transmission and distribution losses.
PROMISE_00132,BJP,2014,0,Energy & Environment,We will give priority to Cleanliness and Sanitation by setting up efficient Waste and Water management systems.
PROMISE_00133,BJP,2014,0,Energy & Environment,We will ensure a 'Swachh Bharat' by Gandhiji's 150th birth anniversary in 2019.
PROMISE_00134,BJP,2014,0,Energy & Environment,"We will set up modern, scientific sewage and waste management systems."
PROMISE_00135,BJP,2014,0,Energy & Environment,We will introduce and promote low water consuming irrigation techniques.
PROMISE_00136,BJP,2014,0,Energy & Environment,We will make decision-making on environment clearances transparent and time-bound.
PROMISE_00137,BJP,2014,0,Energy & Environment,We will frame environment laws to provide no scope for confusion and lead to speedy clearance.
PROMISE_00138,BJP,2014,0,Energy & Environment,We will set up Gas Grids to make gas available to households and industry.
PROMISE_00139,BJP,2014,0,Energy & Environment,We will nurture ground water recharge harnessing rain water.
PROMISE_00140,BJP,2014,0,Energy & Environment,"We will encourage efficient use, water conservation, recycling and rain water harvesting."
PROMISE_00141,BJP,2014,0,Energy & Environment,We will set up Sewage treatment plants to prevent pollution of rivers.
PROMISE_00142,BJP,2014,0,Energy & Environment,We will set up Desalination plants for drinking water supply in coastal cities.
PROMISE_00143,BJP,2014,0,Energy & Environment,We will inter-link rivers based on feasibility.
PROMISE_00144,BJP,2014,0,Energy & Environment,We will examine ground water to eliminate toxic chemicals.
PROMISE_00145,BJP,2014,0,Energy & Environment,We will encourage setting up of drinking water supply grid in water scarce areas.
PROMISE_00146,BJP,2014,0,Energy & Environment,"We will promote decentralized, demand-driven, community-managed water resource management."
PROMISE_00147,BJP,2014,0,Energy & Environment,We will come out with a responsible and comprehensive 'National Energy Policy'.
PROMISE_00148,BJP,2014,0,Energy & Environment,"We will maximize the potential of oil, gas, hydel power, ocean, wind, coal and nuclear sources."
PROMISE_00149,BJP,2014,0,Energy & Environment,We will set up small-hydro power generation projects.
PROMISE_00150,BJP,2014,0,Energy & Environment,We will increase domestic coal exploration and production.
PROMISE_00151,BJP,2014,0,Energy & Environment,We will expedite oil and gas explorations.
PROMISE_00152,BJP,2014,0,Energy & Environment,We will give a thrust to renewable sources of energy.
PROMISE_00153,BJP,2014,0,Energy & Environment,We will expand and strengthen the national solar mission.
PROMISE_00154,BJP,2014,0,Energy & Environment,"We will ensure food, agricultural, nutritional, environmental, wealth, health and energy security using science and technology."
PROMISE_00155,BJP,2014,0,Energy & Environment,We will encourage research and application to meet challenges of climate change and natural hazards.
PROMISE_00156,BJP,2014,0,Energy & Environment,"We will promote research and application of nuclear science in medicines, industry and agriculture."
PROMISE_00157,BJP,2014,0,Energy & Environment,We will encourage Cleaner production.
PROMISE_00158,BJP,2014,0,Energy & Environment,We will promote Cleaner fuels to bring down pollution levels.
PROMISE_00159,BJP,2014,0,Energy & Environment,We will promote the concept of pro-active 'Carbon Credit'.
PROMISE_00160,BJP,2014,0,Energy & Environment,We will conduct Ecological Audit of projects and pollution indexing of cities and townships.
PROMISE_00161,BJP,2014,0,Energy & Environment,We will set up pollution control mechanisms on priority basis.
PROMISE_00162,BJP,2014,0,Energy & Environment,We will use wastelands of the country for social forestry.
PROMISE_00163,BJP,2014,0,Energy & Environment,We will bring out Guidelines for Green buildings and energy efficient work places.
PROMISE_00164,BJP,2014,0,Energy & Environment,We will promote R&D and Human Resource Development in Environment Technology.
PROMISE_00165,BJP,2014,0,Energy & Environment,We will set up fool proof mechanisms for protection and preservation of wild life.
PROMISE_00166,BJP,2014,0,Energy & Environment,"We will encourage citizen's participation in reforestation, agro-forestry and social forestry."
PROMISE_00167,BJP,2014,0,Energy & Environment,We will encourage and incentivize innovative garbage disposal and waste management practices.
PROMISE_00168,BJP,2014,0,Energy & Environment,We will launch 'National Mission on Himalayas'.
PROMISE_00169,BJP,2014,0,Energy & Environment,We will create a 'Himalayan Sustainability Fund'.
PROMISE_00170,BJP,2014,0,Energy & Environment,We will give due Importance to programmes devised to arrest the melting of Himalayan glaciers.
PROMISE_00171,BJP,2014,0,Energy & Environment,"We will undertake Resource mapping, exploration and management through the use of technology."
PROMISE_00172,BJP,2014,0,Energy & Environment,We will invest in India's indigenous Thorium Technology Programme.
PROMISE_00173,BJP,2014,0,Energy & Environment,"We will ensure the cleanliness, purity and uninterrupted flow of the Ganga on priority."
PROMISE_00174,BJP,2014,0,Energy & Environment,We will launch a massive 'Clean Rivers Programme' across the country driven by people's participation.
PROMISE_00175,BJP,2014,0,Foreign Policy,We will involve state Governments in promotion of foreign trade and commerce.
PROMISE_00176,BJP,2014,0,Foreign Policy,We will address long pending problems and demands of refugees from POK.
PROMISE_00177,BJP,2014,0,Foreign Policy,We will abrogate Article 370 after discussing with all stakeholders.
PROMISE_00178,BJP,2014,0,Foreign Policy,We will bring Coastal States together to discuss Marine Policing.
PROMISE_00179,BJP,2014,0,Foreign Policy,We will promote international science and technology cooperation.
PROMISE_00180,BJP,2014,0,Foreign Policy,We will create an ecosystem for multi-country and inter-disciplinary collaborative research.
PROMISE_00181,BJP,2014,0,Foreign Policy,We will reboot and reorient foreign policy goals to locate India's global strategic engagement in a new paradigm.
PROMISE_00182,BJP,2014,0,Foreign Policy,We will mend equations through pragmatism and a doctrine of mutually beneficial relationships.
PROMISE_00183,BJP,2014,0,Foreign Policy,We will champion uniform international opinion on issues like Terrorism and Global Warming.
PROMISE_00184,BJP,2014,0,Foreign Policy,We will engage proactively with countries in the neighbourhood and beyond.
PROMISE_00185,BJP,2014,0,Foreign Policy,We will pursue friendly relations in the neighbourhood and take strong stand where required.
PROMISE_00186,BJP,2014,0,Foreign Policy,We will work towards strengthening Regional forums like SAARC and ASEAN.
PROMISE_00187,BJP,2014,0,Foreign Policy,"We will continue dialogue and cooperation with global forums like BRICS, G20, IBSA, SCO and ASEM."
PROMISE_00188,BJP,2014,0,Foreign Policy,We will encourage States to play a greater role in diplomacy.
PROMISE_00189,BJP,2014,0,Foreign Policy,We will expand and empower the pool of diplomats.
PROMISE_00190,BJP,2014,0,Foreign Policy,"We will harness NRIs, PIOs and professionals settled abroad for strengthening Brand India."
PROMISE_00191,BJP,2014,0,Foreign Policy,We will take into consideration the cultural heritage and strategic importance of Ram Setu while taking any decision on 'Sethu-Samudram Channel' project.
PROMISE_00192,BJP,2014,0,Governance & Anti-Corruption,We will place Centre-State relations on an even keel through consultation.
PROMISE_00193,BJP,2014,0,Governance & Anti-Corruption,We will evolve a model of national development driven by the states.
PROMISE_00194,BJP,2014,0,Governance & Anti-Corruption,We will ensure fiscal autonomy of States while urging financial discipline.
PROMISE_00195,BJP,2014,0,Governance & Anti-Corruption,We will create 'Regional Councils of States' for common problems.
PROMISE_00196,BJP,2014,0,Governance & Anti-Corruption,"We will encourage cooperation among states on security, inter-state disputes, and tourism."
PROMISE_00197,BJP,2014,0,Governance & Anti-Corruption,We will revive 'National Development Council' and 'Inter-State Council'.
PROMISE_00198,BJP,2014,0,Governance & Anti-Corruption,"We will take measures for safety of North-Eastern students studying across the country, including setting up Hostels."
PROMISE_00199,BJP,2014,0,Governance & Anti-Corruption,We will provide good governance in the Kashmir valley.
PROMISE_00200,BJP,2014,0,Governance & Anti-Corruption,We will do full justice to Seemandhra and address issues of development and governance of Seemandhra and Telangana.
PROMISE_00201,BJP,2014,0,Governance & Anti-Corruption,We will make people active drivers of development through Jan bhagidari.
PROMISE_00202,BJP,2014,0,Governance & Anti-Corruption,We will evolve PPP model into People-Public-Private Partnership (PPPP) model.
PROMISE_00203,BJP,2014,0,Governance & Anti-Corruption,We will empower Panchayati Raj Institutions with extensive devolution of the 3 Fs.
PROMISE_00204,BJP,2014,0,Governance & Anti-Corruption,We will strengthen the institution of the Gram Sabha.
PROMISE_00205,BJP,2014,0,Governance & Anti-Corruption,We will actively involve people in policy formulation and evaluation.
PROMISE_00206,BJP,2014,0,Governance & Anti-Corruption,"We will encourage Openness in Government, involving all stakeholders in decision-making."
PROMISE_00207,BJP,2014,0,Governance & Anti-Corruption,We will implement administrative reforms through an appropriate body under the PMO.
PROMISE_00208,BJP,2014,0,Governance & Anti-Corruption,We will set-up an effective Lokpal institution.
PROMISE_00209,BJP,2014,0,Governance & Anti-Corruption,We will digitize Government records on top priority.
PROMISE_00210,BJP,2014,0,Governance & Anti-Corruption,"We will mandate performance review, social and environment audit for all Government schemes."
PROMISE_00211,BJP,2014,0,Governance & Anti-Corruption,"We will open up Government to draw expertise from industry, academia and society."
PROMISE_00212,BJP,2014,0,Governance & Anti-Corruption,"We will redefine government by elimination of obsolete laws, regulations, structures, and practices."
PROMISE_00213,BJP,2014,0,Governance & Anti-Corruption,We will generate 'Kartavya Bhavna' among public servants.
PROMISE_00214,BJP,2014,0,Governance & Anti-Corruption,We will leverage technology for e-Governance and engage proactively with people through social media.
PROMISE_00215,BJP,2014,0,Governance & Anti-Corruption,We will initiate a National e-Governance Plan to cover every Government office from centre to panchayats.
PROMISE_00216,BJP,2014,0,Governance & Anti-Corruption,We will mandate digitization of all government work.
PROMISE_00217,BJP,2014,0,Governance & Anti-Corruption,We will make administration truly accountable through rigorous evaluation.
PROMISE_00218,BJP,2014,0,Governance & Anti-Corruption,We will reward good performance in administration.
PROMISE_00219,BJP,2014,0,Governance & Anti-Corruption,We will rationalize and converge among Ministries and departments.
PROMISE_00220,BJP,2014,0,Governance & Anti-Corruption,"We will accord high priority to judicial reforms to address appointment of judges, filling vacancies, and opening new courts."
PROMISE_00221,BJP,2014,0,Governance & Anti-Corruption,We will initiate a mission mode project for filling vacancies and doubling the number of courts and judges in subordinate judiciary.
PROMISE_00222,BJP,2014,0,Governance & Anti-Corruption,We will set up a National Judicial Commission for appointment of judges in higher judiciary.
PROMISE_00223,BJP,2014,0,Governance & Anti-Corruption,We will create a fund for modernization of courts.
PROMISE_00224,BJP,2014,0,Governance & Anti-Corruption,We will set up a separate class of courts for cases involving specified commercial laws.
PROMISE_00225,BJP,2014,0,Governance & Anti-Corruption,We will reform the criminal justice system.
PROMISE_00226,BJP,2014,0,Governance & Anti-Corruption,We will initiate computerization and networking of courts.
PROMISE_00227,BJP,2014,0,Governance & Anti-Corruption,We will extend fast track courts to all layers of the judiciary.
PROMISE_00228,BJP,2014,0,Governance & Anti-Corruption,We will expand alternative dispute redressal mechanisms.
PROMISE_00229,BJP,2014,0,Governance & Anti-Corruption,We will implement National Litigation Policy.
PROMISE_00230,BJP,2014,0,Governance & Anti-Corruption,We will review and reduce significantly the number of cases where Government is a litigant.
PROMISE_00231,BJP,2014,0,Governance & Anti-Corruption,We will periodically review and refine or scrap outdated laws.
PROMISE_00232,BJP,2014,0,Governance & Anti-Corruption,We will create courts specially equipped to deal with IPR cases.
PROMISE_00233,BJP,2014,0,Governance & Anti-Corruption,We will give special emphasis to Alternate Dispute Resolution mechanisms.
PROMISE_00234,BJP,2014,0,Governance & Anti-Corruption,We will undertake comprehensive review of the legal system to simplify complex legislations.
PROMISE_00235,BJP,2014,0,Governance & Anti-Corruption,We will establish an institutional mechanism to periodically review and give suggestions for refining laws.
PROMISE_00236,BJP,2014,0,Governance & Anti-Corruption,We will simplify legal procedure and language.
PROMISE_00237,BJP,2014,0,Governance & Anti-Corruption,We will make legal information open and freely accessible.
PROMISE_00238,BJP,2014,0,Governance & Anti-Corruption,We will roll out a comprehensive strategy for bringing Indian Police at par with international standards.
PROMISE_00239,BJP,2014,0,Governance & Anti-Corruption,We will facilitate training and capacity building of Police forces.
PROMISE_00240,BJP,2014,0,Governance & Anti-Corruption,"We will modernize the police force, equipping them with latest technology."
PROMISE_00241,BJP,2014,0,Governance & Anti-Corruption,We will initiate networking of police stations across the country.
PROMISE_00242,BJP,2014,0,Governance & Anti-Corruption,"We will strengthen Investigations to make them Swift, Transparent, Fair, Clear and Decisive."
PROMISE_00243,BJP,2014,0,Governance & Anti-Corruption,We will develop specialized expertise in investigation through continuous training.
PROMISE_00244,BJP,2014,0,Governance & Anti-Corruption,We will work towards evolving common national standards and protocols for police.
PROMISE_00245,BJP,2014,0,Governance & Anti-Corruption,We will reinterpret community policing in modern times to build bonds of trust.
PROMISE_00246,BJP,2014,0,Governance & Anti-Corruption,We will initiate electoral reforms to eliminate criminals.
PROMISE_00247,BJP,2014,0,Governance & Anti-Corruption,We will evolve a method of holding Assembly and Lok Sabha elections simultaneously.
PROMISE_00248,BJP,2014,0,Governance & Anti-Corruption,We will look at revising election expenditure limits realistically.
PROMISE_00249,BJP,2014,0,Governance & Anti-Corruption,"We will strengthen Delivery of poverty alleviation programs through convergence, transparency and efficiency."
PROMISE_00250,BJP,2014,0,Governance & Anti-Corruption,"We will facilitate partnership across all levels of government, civil society, academic and financial institutions for poverty alleviation."
PROMISE_00251,BJP,2014,0,Governance & Anti-Corruption,We will review all laws and schemes to ensure corruption-free efficient implementation of food security.
PROMISE_00252,BJP,2014,0,Governance & Anti-Corruption,We will review successful PDS models and incorporate best practices to revise existing PDS.
PROMISE_00253,BJP,2014,0,Governance & Anti-Corruption,"We will ensure funds allocated for schemes for SC, ST, OBCs and weaker sections are utilized properly."
PROMISE_00254,BJP,2014,0,Governance & Anti-Corruption,We will strengthen the Public Sector for providing efficient services to citizens.
PROMISE_00255,BJP,2014,0,Governance & Anti-Corruption,We will restore credibility of regulatory bodies and make appointments to senior positions transparent and merit-based.
PROMISE_00256,BJP,2014,0,Governance & Anti-Corruption,We will reorganize Ministry of Health and Family Welfare to converge various departments.
PROMISE_00257,BJP,2014,0,Governance & Anti-Corruption,We will bring on board all State governments in adopting GST.
PROMISE_00258,BJP,2014,0,Governance & Anti-Corruption,"We will focus on cutting the red tape, simplifying procedures and removing bottle-necks."
PROMISE_00259,BJP,2014,0,Governance & Anti-Corruption,We will put in place a mechanism for close coordination between Central and state governments for clearances to mega projects.
PROMISE_00260,BJP,2014,0,Governance & Anti-Corruption,We will initiate a Government-Industry Dialogue.
PROMISE_00261,BJP,2014,0,Governance & Anti-Corruption,We will review existing laws regarding the cooperative sector and amend the multi-state cooperative act.
PROMISE_00262,BJP,2014,0,Governance & Anti-Corruption,We will review obsolete and multiple laws to reduce and simplify them.
PROMISE_00263,BJP,2014,0,Governance & Anti-Corruption,We will remove ambiguity in rules to make way for prompt decisions.
PROMISE_00264,BJP,2014,0,Governance & Anti-Corruption,We will encourage Public Private Partnership and establish an institutional framework with greater autonomy and accountability for regulators.
PROMISE_00265,BJP,2014,0,Governance & Anti-Corruption,We will establish an Intellectual Property Rights Regime.
PROMISE_00266,BJP,2014,0,Governance & Anti-Corruption,We will take State Governments into confidence for harnessing of these resources.
PROMISE_00267,BJP,2014,0,Governance & Anti-Corruption,We will put a system in place for swift and fair trial of terror related cases.
PROMISE_00268,BJP,2014,0,Governance & Anti-Corruption,We will insulate intelligence agencies from political intervention and interference.
PROMISE_00269,BJP,2014,0,Governance & Anti-Corruption,We will take urgent steps for the safety of migrant workers and communities from the Northeast and other states.
